,datetime,계절,사고시간,hour,공정율,날씨,공사종류,공종(소분류),공사비,작업자수,부상자,최소공사비
5646,2019-10-16,가을,10:30,10,70~79%,맑음,건축/건축물/교육연구시설,가설공사,100억 ~ 150억원 미만,50~99인,1,100억 
5647,2019-10-17,가을,15:00,15,30~39%,맑음,건축/건축물/공동주택,건축 토공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5648,2019-10-17,가을,15:20,15,10~19%,맑음,토목/터널/도로터널,터널공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5649,2019-10-17,가을,17:00,17,80~89%,흐림,건축/건축물/공동주택,가설공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5650,2019-10-18,가을,7:10,7,80~89%,맑음,건축/건축물/업무시설,가설공사,20억 ~ 50억원 미만,50~99인,1,20억 
5651,2019-10-18,가을,14:00,14,40~49%,맑음,건축/건축물/교정 및 군사시설,가설공사,150억 ~ 200억원 미만,50~99인,1,150억 
5652,2019-10-18,가을,15:20,15,90% 이상,맑음,건축/건축물/창고시설,도장공사,50억 ~ 100억원 미만,50~99인,1,50억 
5653,2019-10-21,가을,10:30,10,50~59%,맑음,건축/건축물/공동주택,가설공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5654,2019-10-21,가을,19:00,19,40~49%,맑음,토목/터널/철도터널,터널공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5655,2019-10-23,가을,13:30,13,50~59%,맑음,건축/건축물/교육연구시설,가설공사,100억 ~ 150억원 미만,50~99인,1,100억 
5656,2019-10-23,가을,16:15,16,90% 이상,맑음,건축/건축물/공장,타일 및 돌공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5657,2019-10-23,가을,16:30,16,30~39%,맑음,토목/터널/철도터널,강구조물공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5658,2019-10-23,가을,16:30,16,90% 이상,맑음,건축/건축물/업무시설,도장공사,50억 ~ 100억원 미만,50~99인,1,50억 
5659,2019-10-24,가을,8:20,8,20~29%,맑음,건축/건축물/업무시설,철근콘크리트공사,200억 ~ 300억원 미만,50~99인,1,200억 
5660,2019-10-24,가을,11:40,11,80~89%,맑음,건축/건축물/공동주택,금속공사,200억 ~ 300억원 미만,50~99인,1,200억 
5661,2019-10-24,가을,13:40,13,80~89%,맑음,건축/건축물/공동주택,기타,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5662,2019-10-24,가을,14:30,14,80~89%,맑음,토목/상하수도/상수도,관공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5663,2019-10-25,가을,9:40,9,80~89%,흐림,토목/터널/기타,가설공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5664,2019-10-25,가을,11:00,11,90% 이상,맑음,건축/건축물/근린생활시설,해체 및 철거공사,10억 ~ 20억원 미만,50~99인,1,10억 
5665,2019-10-25,가을,11:00,11,70~79%,맑음,토목/기타/부지조성,토공사,2억 ~ 3억원 미만,50~99인,1,2억 
5666,2019-10-25,가을,11:00,11,10~19%,맑음,건축/건축물/기타,가설공사,100억 ~ 150억원 미만,50~99인,1,100억 
5667,2019-10-25,가을,15:10,15,50~59%,안개,건축/건축물/문화 및 집회시설,기타,300억 ~ 500억원 미만,50~99인,1,300억 
5668,2019-10-26,가을,9:20,9,10~19%,맑음,건축/건축물/공동주택,가설공사,50억 ~ 100억원 미만,50~99인,1,50억 
5669,2019-10-26,가을,10:20,10,40~49%,맑음,건축/건축물/교육연구시설,조적공사,100억 ~ 150억원 미만,50~99인,1,100억 
5670,2019-10-28,가을,9:00,9,90% 이상,안개,건축/건축물/교육연구시설,기타,5억 ~ 10억원 미만,50~99인,1,5억 
5671,2019-10-29,가을,8:00,8,60~69%,맑음,건축/건축물/교육연구시설,미장공사,100억 ~ 150억원 미만,50~99인,1,100억 
5672,2019-10-29,가을,14:30,14,60~69%,맑음,산업환경설비/환경시설/환경오염방지시설,가설공사,150억 ~ 200억원 미만,50~99인,7,150억 
5673,2019-10-29,가을,14:30,14,90% 이상,맑음,산업환경설비/환경시설/환경오염방지시설,가설공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5674,2019-10-30,가을,9:00,9,30~39%,맑음,토목/하천/관개수로,철근콘크리트공사,20억 ~ 50억원 미만,50~99인,1,20억 
5675,2019-10-30,가을,9:00,9,20~29%,맑음,토목/도로/도로,강구조물공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5676,2019-11-01,가을,13:50,13,40~49%,맑음,건축/건축물/교정 및 군사시설,조적공사,150억 ~ 200억원 미만,50~99인,1,150억 
5677,2019-11-03,가을,10:30,10,40~49%,맑음,토목/도로/도로,토공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5678,2019-11-04,가을,8:20,8,70~79%,맑음,건축/건축물/업무시설,타일 및 돌공사,150억 ~ 200억원 미만,50~99인,1,150억 
5679,2019-11-04,가을,10:00,10,60~69%,맑음,토목/도로/기타,토공사,300억 ~ 500억원 미만,50~99인,1,300억 
5680,2019-11-04,가을,10:00,10,90% 이상,맑음,건축/건축물/공동주택,기타,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5681,2019-11-04,가을,14:30,14,10~19%,맑음,건축/건축물/교육연구시설,철근콘크리트공사,200억 ~ 300억원 미만,50~99인,1,200억 
5682,2019-11-04,가을,15:40,15,40~49%,맑음,건축/건축물/업무시설,기타,200억 ~ 300억원 미만,50~99인,1,200억 
5683,2019-11-04,가을,17:00,17,10% 미만,맑음,건축/건축물/공동주택,철근콘크리트공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5684,2019-11-04,가을,22:00,22,70~79%,맑음,토목/도로/도로,도로 및 포장공사,2억 ~ 3억원 미만,50~99인,1,2억 
5685,2019-11-05,가을,8:00,8,20~29%,맑음,건축/건축물/노유자시설,철근콘크리트공사,100억 ~ 150억원 미만,50~99인,1,100억 
5686,2019-11-06,가을,8:20,8,50~59%,흐림,건축/건축물/업무시설,전기설비공사,150억 ~ 200억원 미만,50~99인,1,150억 
5687,2019-11-06,가을,15:00,15,50~59%,맑음,건축/건축물/공동주택,가설공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5688,2019-11-07,가을,11:30,11,10~19%,맑음,건축/건축물/기타,철근콘크리트공사,100억 ~ 150억원 미만,50~99인,1,100억 
5689,2019-11-07,가을,16:00,16,90% 이상,흐림,토목/옹벽 및 절토사면/절토사면,토공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5690,2019-11-07,가을,16:00,16,10% 미만,맑음,건축/건축물/공동주택,기계설비공사,300억 ~ 500억원 미만,50~99인,2,300억 
5691,2019-11-08,가을,10:30,10,70~79%,맑음,건축/건축물/공동주택,수장공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5693,2019-11-11,가을,8:30,8,50~59%,맑음,건축/건축물/문화 및 집회시설,철근콘크리트공사,200억 ~ 300억원 미만,50~99인,1,200억 
5694,2019-11-11,가을,12:39,12,20~29%,맑음,건축/건축물/공동주택,가설공사,50억 ~ 100억원 미만,50~99인,1,50억 
5695,2019-11-11,가을,14:15,14,60~69%,맑음,토목/기타/부지조성,기타,200억 ~ 300억원 미만,50~99인,1,200억 
5696,2019-11-12,가을,9:30,9,20~29%,맑음,건축/건축물/공동주택,철근콘크리트공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5697,2019-11-12,가을,9:30,9,90% 이상,맑음,토목/교량/철도교량,교량공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5698,2019-11-12,가을,17:10,17,10~19%,맑음,건축/건축물/공동주택,철근콘크리트공사,300억 ~ 500억원 미만,50~99인,1,300억 
5699,2019-11-13,가을,7:00,7,40~49%,맑음,건축/건축물/공동주택,기타,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5700,2019-11-13,가을,7:30,7,80~89%,흐림,건축/건축물/교육연구시설,기타,100억 ~ 150억원 미만,50~99인,1,100억 
5701,2019-11-13,가을,16:10,16,60~69%,흐림,건축/건축물/공동주택,기타,200억 ~ 300억원 미만,50~99인,1,200억 
5702,2019-11-13,가을,16:20,16,30~39%,흐림,건축/건축물/공동주택,기타,200억 ~ 300억원 미만,50~99인,1,200억 
5704,2019-11-16,가을,13:40,13,30~39%,맑음,건축/건축물/노유자시설,철근콘크리트공사,100억 ~ 150억원 미만,50~99인,1,100억 
5705,2019-11-16,가을,16:09,16,10% 미만,맑음,건축/건축물/공동주택,기타,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5706,2019-11-17,가을,13:10,13,60~69%,맑음,건축/건축물/운수시설,철근콘크리트공사,200억 ~ 300억원 미만,50~99인,1,200억 
5707,2019-11-18,가을,9:20,9,30~39%,흐림,건축/건축물/업무시설,미장공사,300억 ~ 500억원 미만,50~99인,1,300억 
5708,2019-11-19,가을,8:30,8,90% 이상,맑음,토목/기타/부지조성,토공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5709,2019-11-19,가을,10:30,10,10~19%,맑음,건축/건축물/교육연구시설,철근콘크리트공사,150억 ~ 200억원 미만,50~99인,1,150억 
5710,2019-11-19,가을,10:30,10,60~69%,맑음,건축/건축물/공동주택,타일 및 돌공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5711,2019-11-20,가을,9:30,9,90% 이상,맑음,건축/건축물/공장,전기설비공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5712,2019-11-20,가을,17:24,17,50~59%,강우,건축/건축물/공동주택,기타,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5713,2019-11-21,가을,13:00,13,60~69%,맑음,토목/기타,기타,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5714,2019-11-22,가을,14:30,14,10% 미만,맑음,건축/건축물/공동주택,기타,300억 ~ 500억원 미만,50~99인,1,300억 
5716,2019-11-23,가을,10:00,10,10% 미만,맑음,건축/건축물/공동주택,기타,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5717,2019-11-23,가을,10:10,10,40~49%,맑음,토목/터널/철도터널,가설공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5718,2019-11-23,가을,13:30,13,20~29%,흐림,토목/항만/방파제,해체 및 철거공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5719,2019-11-25,가을,8:00,8,10~19%,맑음,건축/건축물/공동주택,철근콘크리트공사,300억 ~ 500억원 미만,50~99인,1,300억 
5721,2019-11-25,가을,10:30,10,80~89%,맑음,건축/건축물/근린생활시설,가설공사,200억 ~ 300억원 미만,50~99인,1,200억 
5722,2019-11-25,가을,10:50,10,70~79%,맑음,토목/하천/제방(통관/호안),하천공사,200억 ~ 300억원 미만,50~99인,1,200억 
5723,2019-11-26,가을,10:18,10,80~89%,맑음,건축/건축물/교육연구시설,타일 및 돌공사,150억 ~ 200억원 미만,50~99인,1,150억 
5724,2019-11-26,가을,14:10,14,90% 이상,맑음,건축/건축물/교육연구시설,창호 및 유리공사,100억 ~ 150억원 미만,50~99인,1,100억 
5725,2019-11-27,가을,8:30,8,20~29%,맑음,토목/도로/도로,가설공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5726,2019-11-27,가을,15:50,15,80~89%,흐림,토목/도로/도로,기타,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5728,2019-11-29,가을,9:41,9,80~89%,맑음,건축/건축물/공동주택,기타,100억 ~ 150억원 미만,50~99인,1,100억 
5729,2019-11-29,가을,13:30,13,40~49%,흐림,건축/건축물/문화 및 집회시설,해체 및 철거공사,100억 ~ 150억원 미만,50~99인,1,100억 
5730,2019-11-30,가을,7:30,7,20~29%,맑음,건축/건축물/교육연구시설,철근콘크리트공사,50억 ~ 100억원 미만,50~99인,1,50억 
5731,2019-11-30,가을,11:00,11,40~49%,맑음,건축/건축물/업무시설,기타,300억 ~ 500억원 미만,50~99인,1,300억 
5732,2019-12-02,겨울,7:20,7,10~19%,맑음,건축/건축물/업무시설,철근콘크리트공사,100억 ~ 150억원 미만,50~99인,1,100억 
5733,2019-12-02,겨울,15:30,15,90% 이상,맑음,산업환경설비/환경시설/하수처리시설,기타,300억 ~ 500억원 미만,50~99인,1,300억 
5734,2019-12-02,겨울,17:05,17,50~59%,흐림,건축/건축물/교육연구시설,철근콘크리트공사,150억 ~ 200억원 미만,50~99인,1,150억 
5737,2019-12-04,겨울,15:10,15,80~89%,맑음,토목/터널/철도터널,가설공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5738,2019-12-04,겨울,16:30,16,40~49%,맑음,건축/건축물/공장,기타,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5739,2019-12-04,겨울,16:30,16,70~79%,맑음,건축/건축물/업무시설,전기설비공사,150억 ~ 200억원 미만,50~99인,1,150억 
5740,2019-12-05,겨울,15:30,15,90% 이상,흐림,건축/건축물/종교시설,도장공사,50억 ~ 100억원 미만,50~99인,1,50억 
5741,2019-12-05,겨울,17:30,17,70~79%,맑음,토목/기타/부지조성,기타,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5742,2019-12-06,겨울,11:00,11,30~39%,맑음,건축/건축물/공동주택,가설공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5743,2019-12-07,겨울,15:00,15,80~89%,맑음,건축/건축물/공동주택,수장공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5744,2019-12-09,겨울,6:45,6,10% 미만,맑음,건축/건축물/공동주택,건축 토공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5746,2019-12-10,겨울,10:00,10,20~29%,흐림,건축/건축물/교육연구시설,철근콘크리트공사,300억 ~ 500억원 미만,50~99인,1,300억 
5747,2019-12-10,겨울,11:00,11,10% 미만,흐림,토목/교량/도로교량,교량공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5748,2019-12-10,겨울,15:10,15,80~89%,안개,토목/교량/철도교량,교량공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5749,2019-12-11,겨울,8:35,8,30~39%,맑음,건축/건축물/근린생활시설,철골공사,200억 ~ 300억원 미만,50~99인,1,200억 
5750,2019-12-11,겨울,8:57,8,60~69%,맑음,토목/교량/철도교량,가설공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5751,2019-12-11,겨울,10:00,10,10~19%,맑음,건축/건축물/공동주택,철근콘크리트공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5752,2019-12-11,겨울,14:25,14,60~69%,흐림,건축/건축물/교육연구시설,기타,20억 ~ 50억원 미만,50~99인,1,20억 
5754,2019-12-13,겨울,11:10,11,80~89%,흐림,토목/교량/도로교량,철근콘크리트공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5755,2019-12-16,겨울,8:00,8,10~19%,맑음,건축/건축물/공동주택,해체 및 철거공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5756,2019-12-16,겨울,8:00,8,80~89%,맑음,건축/건축물/공동주택,도장공사,300억 ~ 500억원 미만,50~99인,1,300억 
5758,2019-12-16,겨울,14:10,14,30~39%,맑음,건축/건축물/기타,철근콘크리트공사,100억 ~ 150억원 미만,50~99인,1,100억 
5759,2019-12-17,겨울,17:00,17,90% 이상,맑음,토목/옹벽 및 절토사면/절토사면,토공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5760,2019-12-18,겨울,10:40,10,60~69%,흐림,토목/터널/철도터널,터널공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5761,2019-12-19,겨울,10:00,10,80~89%,맑음,건축/건축물/업무시설,기타,150억 ~ 200억원 미만,50~99인,1,150억 
5762,2019-12-19,겨울,10:00,10,10~19%,맑음,건축/건축물/공동주택,기타,300억 ~ 500억원 미만,50~99인,1,300억 
5763,2019-12-19,겨울,13:30,13,20~29%,흐림,산업환경설비/산업생산시설/석유화학공장,토공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5764,2019-12-21,겨울,10:08,10,10~19%,맑음,산업환경설비/발전시설,철근콘크리트공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5765,2019-12-21,겨울,14:35,14,90% 이상,흐림,토목/터널/철도터널,철근콘크리트공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5766,2019-12-21,겨울,16:30,16,10% 미만,흐림,건축/건축물/공동주택,철근콘크리트공사,100억 ~ 150억원 미만,50~99인,1,100억 
5767,2019-12-22,겨울,7:20,7,60~69%,흐림,토목/터널/기타,기타,300억 ~ 500억원 미만,50~99인,1,300억 
5768,2019-12-22,겨울,10:30,10,30~39%,맑음,건축/건축물/교정 및 군사시설,철근콘크리트공사,300억 ~ 500억원 미만,50~99인,1,300억 
5769,2019-12-23,겨울,10:50,10,70~79%,흐림,산업환경설비/환경시설/중수도/하폐수처리수 재이용시설,기타,150억 ~ 200억원 미만,50~99인,1,150억 
5770,2019-12-23,겨울,13:30,13,90% 이상,흐림,건축/건축물/업무시설,건축 토공사,50억 ~ 100억원 미만,50~99인,1,50억 
5771,2019-12-24,겨울,14:10,14,40~49%,맑음,건축/건축물/문화 및 집회시설,가설공사,100억 ~ 150억원 미만,50~99인,1,100억 
5772,2019-12-25,겨울,14:00,14,70~79%,흐림,건축/건축물/공동주택,기타,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5773,2019-12-25,겨울,14:10,14,90% 이상,맑음,건축/건축물/공장,전기설비공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5774,2019-12-25,겨울,16:14,16,10% 미만,맑음,건축/건축물/업무시설,창호 및 유리공사,50억 ~ 100억원 미만,50~99인,1,50억 
5775,2019-12-26,겨울,14:10,14,20~29%,강우,토목/항만/방파제,해체 및 철거공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5777,2019-12-29,겨울,10:50,10,40~49%,맑음,토목/항만/계류시설,가설공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5778,2019-12-30,겨울,11:00,11,90% 이상,강우,건축/건축물/교육연구시설,기타,50억 ~ 100억원 미만,50~99인,1,50억 
5779,2019-12-31,겨울,11:05,11,10% 미만,맑음,건축/건축물/공동주택,지반개량공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5780,2020-01-02,nan,13:19,13,90% 이상,맑음,건축/건축물/공동주택,철근콘크리트공사,"1,000만원 미만",50~99인,1,"1,000만원 미만"
5781,2020-01-02,nan,16:00,16,20~29%,흐림,건축/건축물/숙박시설,가설공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5782,2020-01-03,nan,11:00,11,10% 미만,맑음,건축/건축물/공동주택,가설공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5783,2020-01-07,nan,19:30,19,70~79%,강우,건축/건축물/업무시설,건축물 부대공사,100억 ~ 150억원 미만,50~99인,1,100억 
5784,2020-01-11,nan,14:34,14,90% 이상,맑음,토목/터널/철도터널,철근콘크리트공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5785,2020-01-12,nan,15:00,15,80~89%,맑음,건축/건축물/판매시설,철근콘크리트공사,100억 ~ 150억원 미만,50~99인,1,100억 
5786,2020-01-12,nan,17:00,17,30~39%,맑음,토목/터널/도로터널,기타,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5787,2020-01-13,nan,8:00,8,20~29%,맑음,건축/건축물/업무시설,철근콘크리트공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5788,2020-01-14,nan,11:00,11,70~79%,맑음,건축/건축물/공동주택,기타,50억 ~ 100억원 미만,50~99인,1,50억 
5789,2020-01-14,nan,15:00,15,50~59%,맑음,건축/건축물/공동주택,기타,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5790,2020-01-14,nan,15:00,15,40~49%,맑음,토목/도로/기타,토공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5791,2020-01-16,nan,9:00,9,50~59%,맑음,건축/건축물/업무시설,전기설비공사,300억 ~ 500억원 미만,50~99인,1,300억 
5792,2020-01-16,nan,14:30,14,70~79%,흐림,건축/건축물/공동주택,목공사,20억 ~ 50억원 미만,50~99인,1,20억 
5793,2020-01-16,nan,14:30,14,50~59%,맑음,건축/건축물/공장,철골공사,100억 ~ 150억원 미만,50~99인,1,100억 
5794,2020-01-17,nan,8:04,8,50~59%,맑음,토목/도로/도로,기타,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5795,2020-01-17,nan,16:00,16,20~29%,맑음,토목/상하수도/상수도,기타,200억 ~ 300억원 미만,50~99인,1,200억 
5796,2020-01-18,nan,16:30,16,70~79%,맑음,건축/건축물/공장,금속공사,100억 ~ 150억원 미만,50~99인,1,100억 
5797,2020-01-18,nan,16:30,16,10~19%,맑음,건축/건축물/공동주택,해체 및 철거공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5798,2020-01-20,nan,8:30,8,10~19%,맑음,건축/건축물/숙박시설,가설공사,200억 ~ 300억원 미만,50~99인,1,200억 
5799,2020-01-20,nan,9:50,9,30~39%,맑음,건축/건축물/공동주택,철근콘크리트공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5800,2020-01-21,nan,10:30,10,50~59%,맑음,건축/건축물/공동주택,가설공사,1억 ~ 2억원 미만,50~99인,1,1억 
5801,2020-01-21,nan,11:30,11,10% 미만,맑음,건축/건축물/공동주택,건축 토공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5802,2020-01-21,nan,14:00,14,10~19%,맑음,건축/건축물/공동주택,해체 및 철거공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5803,2020-01-22,nan,11:00,11,10~19%,맑음,건축/건축물/공동주택,철근콘크리트공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5804,2020-01-22,nan,15:33,15,60~69%,맑음,건축/건축물/업무시설,기타,300억 ~ 500억원 미만,50~99인,3,300억 
5805,2020-01-23,nan,12:20,12,90% 이상,흐림,건축/건축물/교육연구시설,건축물 부대공사,150억 ~ 200억원 미만,50~99인,1,150억 
5806,2020-01-29,nan,8:00,8,90% 이상,맑음,건축/건축물/공동주택,기타,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5807,2020-01-29,nan,8:00,8,20~29%,맑음,건축/건축물/공동주택,기타,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5808,2020-01-29,nan,10:00,10,10% 미만,맑음,건축/건축물/공동주택,철근콘크리트공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5809,2020-01-31,nan,14:50,14,10~19%,맑음,건축/건축물/숙박시설,가설공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5810,2020-02-03,nan,16:00,16,90% 이상,흐림,건축/건축물/공동주택,기타,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5811,2020-02-03,nan,16:00,16,20~29%,맑음,건축/건축물/공동주택,가설공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5812,2020-02-06,nan,10:30,10,80~89%,흐림,건축/건축물/교육연구시설,기계설비공사,200억 ~ 300억원 미만,50~99인,1,200억 
5813,2020-02-06,nan,13:30,13,20~29%,맑음,토목/도로/도로,교량공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5814,2020-02-06,nan,14:00,14,80~89%,맑음,토목/교량/도로교량,교량공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5815,2020-02-07,nan,9:00,9,30~39%,맑음,건축/건축물/교육연구시설,기타,200억 ~ 300억원 미만,50~99인,1,200억 
5816,2020-02-08,nan,15:30,15,10~19%,맑음,건축/건축물/공동주택,토공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5817,2020-02-08,nan,15:40,15,60~69%,맑음,건축/건축물/공동주택,기타,300억 ~ 500억원 미만,50~99인,1,300억 
5818,2020-02-09,nan,8:00,8,40~49%,맑음,건축/건축물/종교시설,철근콘크리트공사,20억 ~ 50억원 미만,50~99인,1,20억 
5819,2020-02-10,nan,11:30,11,90% 이상,안개,토목/교량/철도교량,교량공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5820,2020-02-10,nan,16:00,16,80~89%,맑음,건축/건축물/운수시설,가설공사,200억 ~ 300억원 미만,50~99인,1,200억 
5821,2020-02-11,nan,9:00,9,30~39%,맑음,건축/건축물/공동주택,철근콘크리트공사,200억 ~ 300억원 미만,50~99인,1,200억 
5822,2020-02-11,nan,15:30,15,30~39%,맑음,건축/건축물/공동주택,해체 및 철거공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5823,2020-02-13,nan,9:00,9,50~59%,맑음,토목/터널/철도터널,철근콘크리트공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5824,2020-02-13,nan,11:30,11,30~39%,안개,토목/상하수도/상수도,관공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5825,2020-02-14,nan,16:30,16,10~19%,안개,건축/건축물/기타,기타,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5826,2020-02-15,nan,10:10,10,40~49%,맑음,토목/터널/철도터널,가설공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5827,2020-02-15,nan,10:10,10,20~29%,맑음,건축/건축물/교육연구시설,철근콘크리트공사,150억 ~ 200억원 미만,50~99인,1,150억 
5828,2020-02-15,nan,10:20,10,10% 미만,맑음,건축/건축물/숙박시설,건축 토공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5829,2020-02-15,nan,11:20,11,10~19%,안개,건축/건축물/공동주택,가설공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5830,2020-02-15,nan,16:00,16,10% 미만,흐림,토목/기타/부지조성,해체 및 철거공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5831,2020-02-17,nan,8:30,8,20~29%,강설,건축/건축물/공동주택,가설공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5832,2020-02-17,nan,8:30,8,80~89%,맑음,건축/건축물/공동주택,미장공사,50억 ~ 100억원 미만,50~99인,1,50억 
5833,2020-02-17,nan,13:45,13,40~49%,강설,토목/터널/도로터널,철근콘크리트공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5835,2020-02-19,nan,14:30,14,10% 미만,맑음,건축/건축물/공동주택,철근콘크리트공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5836,2020-02-19,nan,15:30,15,30~39%,맑음,건축/건축물/의료시설,철근콘크리트공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
5837,2020-02-20,nan,8:30,8,10~19%,안개,건축/건축물/공동주택,철근콘크리트공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5838,2020-02-20,nan,10:10,10,20~29%,안개,건축/건축물/묘지관련시설,철근콘크리트공사,300억 ~ 500억원 미만,50~99인,1,300억 
5839,2020-02-20,nan,10:20,10,30~39%,맑음,건축/건축물/숙박시설,기타,300억 ~ 500억원 미만,50~99인,1,300억 
5840,2020-02-20,nan,15:30,15,20~29%,맑음,건축/건축물/공동주택,가설공사,150억 ~ 200억원 미만,50~99인,1,150억 
5841,2020-02-20,nan,16:00,16,90% 이상,맑음,토목/터널/철도터널,터널공사,"1,000억원 이상",50~99인,1,"1,000억원 이상"
5842,2020-02-21,nan,16:06,16,20~29%,흐림,건축/건축물/교육연구시설,철근콘크리트공사,100억 ~ 150억원 미만,50~99인,1,100억 
5843,2020-02-22,nan,9:00,9,80~89%,맑음,건축/건축물/공동주택,가설공사,300억 ~ 500억원 미만,50~99인,1,300억 
5844,2020-02-22,nan,12:30,12,90% 이상,맑음,건축/건축물/근린생활시설,기타,100억 ~ 150억원 미만,50~99인,1,100억 
5845,2020-02-22,nan,14:25,14,10~19%,흐림,건축/건축물/업무시설,철근콘크리트공사,300억 ~ 500억원 미만,50~99인,1,300억 
5846,2020-02-22,nan,15:50,15,70~79%,맑음,토목/교량/도로교량,가설공사,"500억 ~ 1,000억원 미만",50~99인,1,500억 
